30	0.0084033613
35	0.0168067227
45	0.025210084
45	0.0336134454
45	0.0420168067
50	0.0504201681
50	0.0588235294
50	0.0672268908
55	0.0756302521
55	0.0840336134
55	0.0924369748
60	0.1008403361
60	0.1092436975
65	0.1176470588
65	0.1260504202
65	0.1344537815
70	0.1428571429
75	0.1512605042
75	0.1596638655
75	0.1680672269
75	0.1764705882
80	0.1848739496
80	0.1932773109
80	0.2016806723
85	0.2100840336
90	0.218487395
90	0.2268907563
90	0.2352941176
90	0.243697479
90	0.2521008403
95	0.2605042017
95	0.268907563
95	0.2773109244
95	0.2857142857
100	0.2941176471
100	0.3025210084
100	0.3109243697
105	0.3193277311
105	0.3277310924
105	0.3361344538
110	0.3445378151
115	0.3529411765
120	0.3613445378
120	0.3697478992
120	0.3781512605
120	0.3865546218
120	0.3949579832
120	0.4033613445
125	0.4117647059
125	0.4201680672
125	0.4285714286
130	0.4369747899
130	0.4453781513
135	0.4537815126
135	0.4621848739
135	0.4705882353
135	0.4789915966
145	0.487394958
155	0.4957983193
155	0.5042016807
165	0.512605042
165	0.5210084034
165	0.5294117647
170	0.5378151261
170	0.5462184874
175	0.5546218487
180	0.5630252101
180	0.5714285714
185	0.5798319328
185	0.5882352941
185	0.5966386555
190	0.6050420168
190	0.6134453782
190	0.6218487395
195	0.6302521008
200	0.6386554622
200	0.6470588235
205	0.6554621849
205	0.6638655462
205	0.6722689076
205	0.6806722689
205	0.6890756303
210	0.6974789916
215	0.7058823529
215	0.7142857143
215	0.7226890756
220	0.731092437
220	0.7394957983
220	0.7478991597
220	0.756302521
230	0.7647058824
235	0.7731092437
240	0.781512605
240	0.7899159664
240	0.7983193277
240	0.8067226891
245	0.8151260504
250	0.8235294118
250	0.8319327731
260	0.8403361345
265	0.8487394958
290	0.8571428571
295	0.8655462185
295	0.8739495798
300	0.8823529412
310	0.8907563025
315	0.8991596639
325	0.9075630252
330	0.9159663866
340	0.9243697479
355	0.9327731092
360	0.9411764706
365	0.9495798319
380	0.9579831933
445	0.9663865546
470	0.974789916
480	0.9831932773
485	0.9915966387
490	1

